ENSG	HUGO	GAF	GENCODE
ENSG00000047617	ANO2	ANO2|57101	ENSG00000047617.14
ENSG00000047621	C12orf4	C12orf4|57102	ENSG00000047621.11
ENSG00000047634	SCML1	SCML1|6322	ENSG00000047634.14
ENSG00000047644	WWC3	WWC3|55841	ENSG00000047644.17
ENSG00000047648	ARHGAP6	ARHGAP6|395	ENSG00000047648.21
ENSG00000047662	FAM184B	FAM184B|27146	ENSG00000047662.4
ENSG00000047849	MAP4	MAP4|4134	ENSG00000047849.21
ENSG00000047932	GOPC	GOPC|57120	ENSG00000047932.13
ENSG00000047936	ROS1	ROS1|6098	ENSG00000047936.10
ENSG00000048028	USP28	USP28|57646	ENSG00000048028.11
ENSG00000048052	HDAC9	HDAC9|9734	ENSG00000048052.21
ENSG00000048140	TSPAN17	TSPAN17|26262	ENSG00000048140.17
ENSG00000048162	NOP16	NOP16|51491	ENSG00000048162.19
ENSG00000048342	CC2D2A	CC2D2A|57545	ENSG00000048342.15
ENSG00000048392	RRM2B	RRM2B|50484	ENSG00000048392.11
ENSG00000048405	ZNF800	ZNF800|168850	ENSG00000048405.9
ENSG00000048462	TNFRSF17	TNFRSF17|608	ENSG00000048462.10
ENSG00000048471	SNX29	SNX29|92017	ENSG00000048471.13
ENSG00000048540	LMO3	LMO3|55885	ENSG00000048540.14
ENSG00000048544	MRPS10	MRPS10|55173	ENSG00000048544.5
ENSG00000048545	GUCA1A	GUCA1A|2978	ENSG00000048545.13
ENSG00000048649	RSF1	RSF1|51773	ENSG00000048649.13
ENSG00000048707	VPS13D	VPS13D|55187	ENSG00000048707.13
ENSG00000048740	CELF2	CELF2|10659	ENSG00000048740.17
ENSG00000048828	FAM120A	FAM120A|23196	ENSG00000048828.16
ENSG00000048991	R3HDM1	R3HDM1|23518	ENSG00000048991.16
ENSG00000049089	COL9A2	COL9A2|1298	ENSG00000049089.13
ENSG00000049130	KITLG	KITLG|4254	ENSG00000049130.13
ENSG00000049167	ERCC8	ERCC8|1161	ENSG00000049167.13
ENSG00000049192	ADAMTS6	ADAMTS6|11174	ENSG00000049192.14
ENSG00000049239	H6PD	H6PD|9563	ENSG00000049239.12
ENSG00000049245	VAMP3	VAMP3|9341	ENSG00000049245.12
ENSG00000049246	PER3	PER3|8863	ENSG00000049246.14
ENSG00000049247	UTS2	UTS2|10911	ENSG00000049247.13
ENSG00000049249	TNFRSF9	TNFRSF9|3604	ENSG00000049249.8
ENSG00000049283	EPN3	EPN3|55040	ENSG00000049283.17
ENSG00000049319	SRD5A2	SRD5A2|6716	ENSG00000277893.1
ENSG00000049323	LTBP1	LTBP1|4052	ENSG00000049323.15
ENSG00000049449	RCN1	RCN1|5954	ENSG00000049449.8
ENSG00000049540	ELN	ELN|2006	ENSG00000049540.16
ENSG00000049541	RFC2	RFC2|5982	ENSG00000049541.10
ENSG00000049618	ARID1B	ARID1B|57492	ENSG00000049618.21
ENSG00000049656	CLPTM1L	CLPTM1L|81037	ENSG00000049656.13
ENSG00000049759	NEDD4L	NEDD4L|23327	ENSG00000049759.16
ENSG00000049768	FOXP3	FOXP3|50943	ENSG00000049768.14
ENSG00000049769	PPP1R3F	PPP1R3F|89801	ENSG00000049769.12
ENSG00000049860	HEXB	HEXB|3074	ENSG00000049860.13
ENSG00000049883	PTCD2	PTCD2|79810	ENSG00000049883.14
ENSG00000050030	KIAA2022	KIAA2022|340533	ENSG00000050030.13
ENSG00000050130	JKAMP	JKAMP|51528	ENSG00000050130.17
ENSG00000050165	DKK3	DKK3|27122	ENSG00000050165.17
ENSG00000050327	ARHGEF5	ARHGEF5|7984	ENSG00000050327.14
ENSG00000050344	NFE2L3	NFE2L3|9603	ENSG00000050344.8
ENSG00000050393	MCUR1	CCDC90A|63933	ENSG00000050393.11
ENSG00000050405	LIMA1	LIMA1|51474	ENSG00000050405.13
ENSG00000050426	LETMD1	LETMD1|25875	ENSG00000050426.15
ENSG00000050438	SLC4A8	SLC4A8|9498	ENSG00000050438.16
ENSG00000050555	LAMC3	LAMC3|10319	ENSG00000050555.17
ENSG00000050628	PTGER3	PTGER3|5733	ENSG00000050628.20
ENSG00000050730	TNIP3	TNIP3|79931	ENSG00000050730.15
ENSG00000050748	MAPK9	MAPK9|5601	ENSG00000050748.17
ENSG00000050767	COL23A1	COL23A1|91522	ENSG00000050767.15
ENSG00000050820	BCAR1	BCAR1|9564	ENSG00000050820.16
ENSG00000051009	FAM160A2	FAM160A2|84067	ENSG00000051009.10
ENSG00000051108	HERPUD1	HERPUD1|9709	ENSG00000051108.14
ENSG00000051128	HOMER3	HOMER3|9454	ENSG00000051128.18
ENSG00000051180	RAD51	RAD51|5888	ENSG00000051180.16
ENSG00000051341	POLQ	POLQ|10721	ENSG00000051341.13
ENSG00000051382	PIK3CB	PIK3CB|5291	ENSG00000051382.8
ENSG00000051523	CYBA	CYBA|1535	ENSG00000051523.10
ENSG00000051596	THOC3	THOC3|84321	ENSG00000051596.9
ENSG00000051620	HEBP2	HEBP2|23593	ENSG00000051620.10
ENSG00000051825	MPHOSPH9	MPHOSPH9|10198	ENSG00000051825.14
ENSG00000052126	PLEKHA5	PLEKHA5|54477	ENSG00000052126.14
ENSG00000052344	PRSS8	PRSS8|5652	ENSG00000052344.15
ENSG00000052723	SIKE1	SIKE1|80143	ENSG00000052723.11
ENSG00000052749	RRP12	RRP12|23223	ENSG00000052749.13
ENSG00000052795	FNIP2	FNIP2|57600	ENSG00000052795.12
ENSG00000052802	MSMO1	SC4MOL|6307	ENSG00000052802.12
ENSG00000052841	TTC17	TTC17|55761	ENSG00000052841.14
ENSG00000052850	ALX4	none	ENSG00000052850.5
ENSG00000053108	FSTL4	FSTL4|23105	ENSG00000053108.16
ENSG00000053254	FOXN3	FOXN3|1112	ENSG00000053254.15
ENSG00000053328	METTL24	C6orf186|728464	ENSG00000053328.8
ENSG00000053371	AKR7A2	AKR7A2|8574	ENSG00000053371.12
ENSG00000053372	MRTO4	MRTO4|51154	ENSG00000053372.4
ENSG00000053438	NNAT	NNAT|4826	ENSG00000053438.8
ENSG00000053501	USE1	USE1|55850	ENSG00000053501.12
ENSG00000053524	MCF2L2	MCF2L2|23101	ENSG00000053524.11
ENSG00000053702	NRIP2	NRIP2|83714	ENSG00000053702.14
ENSG00000053747	LAMA3	LAMA3|3909	ENSG00000053747.15
ENSG00000053770	AP5M1	MUDENG|55745	ENSG00000053770.11
ENSG00000053900	ANAPC4	ANAPC4|29945	ENSG00000053900.10
ENSG00000053918	KCNQ1	KCNQ1|3784	ENSG00000053918.15
ENSG00000054116	TRAPPC3	TRAPPC3|27095	ENSG00000054116.11
ENSG00000054118	THRAP3	THRAP3|9967	ENSG00000054118.13
ENSG00000054148	PHPT1	PHPT1|29085	ENSG00000054148.17
ENSG00000054179	ENTPD2	ENTPD2|954	ENSG00000054179.11
ENSG00000054219	LY75	LY75|4065	ENSG00000054219.10
ENSG00000054267	ARID4B	ARID4B|51742	ENSG00000054267.20
ENSG00000054277	OPN3	OPN3|23596	ENSG00000054277.12
ENSG00000054282	SDCCAG8	SDCCAG8|10806	ENSG00000054282.15
ENSG00000054356	PTPRN	PTPRN|5798	ENSG00000054356.13
ENSG00000054392	HHAT	HHAT|55733	ENSG00000054392.12
ENSG00000054523	KIF1B	KIF1B|23095	ENSG00000054523.16
ENSG00000054598	FOXC1	FOXC1|2296	ENSG00000054598.6
ENSG00000054611	TBC1D22A	TBC1D22A|25771	ENSG00000054611.13
ENSG00000054654	SYNE2	SYNE2|23224	ENSG00000054654.15
ENSG00000054690	PLEKHH1	PLEKHH1|57475	ENSG00000054690.13
ENSG00000054793	ATP9A	ATP9A|10079	ENSG00000054793.13
ENSG00000054796	SPO11	SPO11|23626	ENSG00000054796.12
ENSG00000054803	CBLN4	CBLN4|140689	ENSG00000054803.3
ENSG00000054938	CHRDL2	CHRDL2|25884	ENSG00000054938.15
ENSG00000054965	FAM168A	none	ENSG00000054965.10
ENSG00000054967	RELT	RELT|84957	ENSG00000054967.12
ENSG00000054983	GALC	GALC|2581	ENSG00000054983.16
ENSG00000055044	NOP58	NOP58|51602	ENSG00000055044.10
ENSG00000055070	SZRD1	C1orf144|26099	ENSG00000055070.16
ENSG00000055118	KCNH2	KCNH2|3757	ENSG00000055118.14
ENSG00000055130	CUL1	CUL1|8454	ENSG00000055130.15
ENSG00000055147	FAM114A2	FAM114A2|10827	ENSG00000055147.17
ENSG00000055163	CYFIP2	CYFIP2|26999	ENSG00000055163.18
ENSG00000055208	TAB2	TAB2|23118	ENSG00000055208.17
ENSG00000055211	GINM1	C6orf72|116254	ENSG00000055211.12
ENSG00000055332	EIF2AK2	none	ENSG00000055332.16
ENSG00000055483	USP36	USP36|57602	ENSG00000055483.19
ENSG00000055609	KMT2C	MLL3|58508	ENSG00000055609.17
ENSG00000055732	MCOLN3	MCOLN3|55283	ENSG00000055732.12
ENSG00000055813	CCDC85A	CCDC85A|114800	ENSG00000055813.5
ENSG00000055917	PUM2	PUM2|23369	ENSG00000055917.15
ENSG00000055950	MRPL43	MRPL43|84545	ENSG00000055950.16
ENSG00000055955	ITIH4	ITIH4|3700	ENSG00000055955.15
ENSG00000055957	ITIH1	ITIH1|3697	ENSG00000055957.10
ENSG00000056050	HPF1	C4orf27|54969	ENSG00000056050.6
ENSG00000056097	ZFR	ZFR|51663	ENSG00000056097.15
ENSG00000056277	ZNF280C	ZNF280C|55609	ENSG00000056277.15
ENSG00000056291	NPFFR2	NPFFR2|10886	ENSG00000056291.17
ENSG00000056487	PHF21B	PHF21B|112885	ENSG00000056487.15
ENSG00000056558	TRAF1	TRAF1|7185	ENSG00000056558.10
ENSG00000056586	RC3H2	RC3H2|54542	ENSG00000056586.15
ENSG00000056661	PCGF2	PCGF2|7703	ENSG00000277258.4
ENSG00000056736	IL17RB	IL17RB|55540	ENSG00000056736.9
ENSG00000056972	TRAF3IP2	TRAF3IP2|10758	ENSG00000056972.18
ENSG00000056998	GYG2	GYG2|8908	ENSG00000056998.18
ENSG00000057019	DCBLD2	DCBLD2|131566	ENSG00000057019.15
ENSG00000057149	SERPINB3	SERPINB3|6317	ENSG00000057149.14
ENSG00000057252	SOAT1	SOAT1|6646	ENSG00000057252.12
ENSG00000057294	PKP2	PKP2|5318	ENSG00000057294.13
ENSG00000057468	MSH4	MSH4|4438	ENSG00000057468.6
ENSG00000057593	F7	F7|2155	ENSG00000057593.13
ENSG00000057608	GDI2	GDI2|2665	ENSG00000057608.16
ENSG00000057657	PRDM1	PRDM1|639	ENSG00000057657.14
ENSG00000057663	ATG5	ATG5|9474	ENSG00000057663.12
ENSG00000057704	TMCC3	TMCC3|57458	ENSG00000057704.10
ENSG00000057757	PITHD1	C1orf128|57095	ENSG00000057757.9
ENSG00000057935	MTA3	MTA3|57504	ENSG00000057935.13
ENSG00000058056	USP13	USP13|8975	ENSG00000058056.8
ENSG00000058063	ATP11B	ATP11B|23200	ENSG00000058063.15
ENSG00000058085	LAMC2	LAMC2|3918	ENSG00000058085.14
ENSG00000058091	CDK14	CDK14|5218	ENSG00000058091.16
ENSG00000058262	SEC61A1	SEC61A1|29927	ENSG00000058262.9
ENSG00000058272	PPP1R12A	PPP1R12A|4659	ENSG00000058272.15
ENSG00000058335	RASGRF1	RASGRF1|5923	ENSG00000058335.15
ENSG00000058404	CAMK2B	CAMK2B|816	ENSG00000058404.19
ENSG00000058453	CROCC	CROCC|9696	ENSG00000058453.16
ENSG00000058600	POLR3E	POLR3E|55718	ENSG00000058600.15
ENSG00000058668	ATP2B4	ATP2B4|493	ENSG00000058668.14
ENSG00000058673	ZC3H11A	ZC3H11A|9877	ENSG00000058673.15
ENSG00000058729	RIOK2	RIOK2|55781	ENSG00000058729.10
ENSG00000058799	YIPF1	YIPF1|54432	ENSG00000058799.13
ENSG00000058804	NDC1	TMEM48|55706	ENSG00000058804.11
ENSG00000058866	DGKG	DGKG|1608	ENSG00000058866.14
ENSG00000059122	FLYWCH1	FLYWCH1|84256	ENSG00000059122.16
ENSG00000059145	UNKL	UNKL|64718	ENSG00000059145.18
ENSG00000059377	TBXAS1	TBXAS1|6916	ENSG00000059377.15
ENSG00000059378	PARP12	PARP12|64761	ENSG00000059378.12
ENSG00000059573	ALDH18A1	ALDH18A1|5832	ENSG00000059573.8
ENSG00000059588	TARBP1	TARBP1|6894	ENSG00000059588.9
ENSG00000059691	GATB	PET112L|5188	ENSG00000059691.11
ENSG00000059728	MXD1	MXD1|4084	ENSG00000059728.10
ENSG00000059758	CDK17	CDK17|5128	ENSG00000059758.7
ENSG00000059769	DNAJC25	DNAJC25|548645	ENSG00000059769.19
ENSG00000059804	SLC2A3	SLC2A3|6515	ENSG00000059804.15
ENSG00000059915	PSD	PSD|5662	ENSG00000059915.16
ENSG00000060069	CTDP1	CTDP1|9150	ENSG00000060069.16
ENSG00000060138	YBX3	none	ENSG00000060138.12
ENSG00000060140	STYK1	STYK1|55359	ENSG00000060140.8
ENSG00000060237	WNK1	WNK1|65125	ENSG00000060237.16
ENSG00000060303	RPS17P5	none	ENSG00000060303.5
ENSG00000060339	CCAR1	CCAR1|55749	ENSG00000060339.13
ENSG00000060491	OGFR	OGFR|11054	ENSG00000060491.16
ENSG00000060558	GNA15	GNA15|2769	ENSG00000060558.3
ENSG00000060566	CREB3L3	CREB3L3|84699	ENSG00000060566.13
ENSG00000060642	PIGV	PIGV|55650	ENSG00000060642.10
ENSG00000060656	PTPRU	PTPRU|10076	ENSG00000060656.19
ENSG00000060688	SNRNP40	SNRNP40|9410	ENSG00000060688.12
ENSG00000060709	RIMBP2	RIMBP2|23504	ENSG00000060709.13
ENSG00000060718	COL11A1	COL11A1|1301	ENSG00000060718.18
ENSG00000060749	QSER1	QSER1|79832	ENSG00000060749.14
ENSG00000060762	MPC1	BRP44L|51660	ENSG00000060762.18
ENSG00000060971	ACAA1	none	ENSG00000060971.17
ENSG00000060982	BCAT1	BCAT1|586	ENSG00000060982.14
ENSG00000061273	HDAC7	HDAC7|51564	ENSG00000061273.17
ENSG00000061337	LZTS1	LZTS1|11178	ENSG00000061337.15
ENSG00000061455	PRDM6	PRDM6|93166	ENSG00000061455.10
ENSG00000061492	WNT8A	WNT8A|7478	ENSG00000061492.11
ENSG00000061656	SPAG4	SPAG4|6676	ENSG00000061656.9
ENSG00000061676	NCKAP1	NCKAP1|10787	ENSG00000061676.14
ENSG00000061794	MRPS35	MRPS35|60488	ENSG00000061794.12
ENSG00000061918	GUCY1B3	GUCY1B3|2983	ENSG00000061918.12
ENSG00000061936	SFSWAP	SFRS8|6433	ENSG00000061936.9
ENSG00000061938	TNK2	TNK2|10188	ENSG00000061938.16
ENSG00000061987	MON2	MON2|23041	ENSG00000061987.14
ENSG00000062038	CDH3	CDH3|1001	ENSG00000062038.13
ENSG00000062096	ARSF	ARSF|416	ENSG00000062096.14
ENSG00000062194	GPBP1	GPBP1|65056	ENSG00000062194.15
ENSG00000062282	DGAT2	DGAT2|84649	ENSG00000062282.14
ENSG00000062370	ZNF112	ZFP112|7771	ENSG00000062370.16
ENSG00000062485	CS	CS|1431	ENSG00000062485.18
ENSG00000062524	LTK	LTK|4058	ENSG00000062524.15
ENSG00000062582	MRPS24	none	ENSG00000062582.13
