ENSG	HUGO	GAF	GENCODE
ENSG00000254948	OR7E158P	none	ENSG00000254948.1
ENSG00000254949	GNG5P3	none	ENSG00000254949.1
ENSG00000254951	none	none	ENSG00000254951.7
ENSG00000254952	none	none	ENSG00000254952.1
ENSG00000254953	none	none	ENSG00000254953.1
ENSG00000254954	SLC2A13P1	none	ENSG00000254954.1
ENSG00000254957	none	none	ENSG00000254957.1
ENSG00000254958	none	none	ENSG00000254931.2
ENSG00000254959	INMT-MINDY4	FAM188B|84182	ENSG00000254959.6
ENSG00000254960	KIRREL3-AS2	none	ENSG00000254960.2
ENSG00000254961	TUBB4BP4	none	ENSG00000254961.1
ENSG00000254962	OR4A14P	none	ENSG00000254962.1
ENSG00000254963	none	none	ENSG00000254963.1
ENSG00000254964	none	none	ENSG00000254964.1
ENSG00000254965	C1DP5	none	ENSG00000254965.1
ENSG00000254966	none	none	ENSG00000254966.1
ENSG00000254967	none	none	ENSG00000254967.6
ENSG00000254968	none	none	ENSG00000254968.6
ENSG00000254969	none	none	none
ENSG00000254971	none	none	ENSG00000254971.1
ENSG00000254972	none	none	ENSG00000254972.1
ENSG00000254973	none	none	ENSG00000254973.1
ENSG00000254974	none	none	ENSG00000254974.1
ENSG00000254975	none	none	ENSG00000254975.1
ENSG00000254976	OR8B7P	none	ENSG00000254976.1
ENSG00000254977	none	none	none
ENSG00000254978	ALG1L9P	none	ENSG00000254978.2
ENSG00000254979	none	PRG2|5553	ENSG00000254979.5
ENSG00000254980	none	none	ENSG00000254980.1
ENSG00000254981	none	none	ENSG00000254981.1
ENSG00000254982	HMGB1P24	none	ENSG00000275029.1
ENSG00000254983	none	none	ENSG00000254983.1
ENSG00000254984	FTLP6	none	ENSG00000254984.1
ENSG00000254985	RSF1-IT2	none	ENSG00000254985.1
ENSG00000254986	DPP3	DPP3|10072	ENSG00000254986.7
ENSG00000254987	none	none	ENSG00000254987.1
ENSG00000254988	none	none	ENSG00000254988.1
ENSG00000254989	none	none	ENSG00000254989.1
ENSG00000254990	none	none	ENSG00000254990.5
ENSG00000254991	none	none	ENSG00000254991.1
ENSG00000254992	none	none	ENSG00000254992.1
ENSG00000254993	TRIM77BP	none	ENSG00000254993.1
ENSG00000254994	none	none	none
ENSG00000254995	STX16-NPEPL1	NPEPL1|79716	ENSG00000254995.4
ENSG00000254996	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3|404734	ENSG00000254996.5
ENSG00000254997	KRTAP5-9	KRTAP5-9|3846	ENSG00000254997.3
ENSG00000254998	none	none	ENSG00000254998.1
ENSG00000254999	BRK1	C3orf10|55845	ENSG00000254999.3
ENSG00000255000	none	none	ENSG00000255000.1
ENSG00000255001	none	none	ENSG00000255001.1
ENSG00000255002	none	none	ENSG00000255002.1
ENSG00000255003	CYCSP28	none	ENSG00000255003.1
ENSG00000255004	none	none	ENSG00000255004.1
ENSG00000255005	none	none	ENSG00000255005.1
ENSG00000255006	ELOCP22	none	ENSG00000255006.1
ENSG00000255007	none	none	ENSG00000255007.1
ENSG00000255008	none	none	ENSG00000255008.2
ENSG00000255009	UBTFL1	UBTFL1|642623	ENSG00000255009.4
ENSG00000255010	none	none	ENSG00000255010.1
ENSG00000255011	none	none	ENSG00000255011.1
ENSG00000255012	OR5M1	OR5M1|390168	ENSG00000255012.1
ENSG00000255013	none	none	none
ENSG00000255014	ARL6IP1P3	none	ENSG00000255014.1
ENSG00000255015	none	none	ENSG00000255015.1
ENSG00000255016	none	none	ENSG00000255016.1
ENSG00000255018	none	none	ENSG00000255018.1
ENSG00000255019	OR5D15P	none	ENSG00000255019.1
ENSG00000255020	none	none	ENSG00000255020.1
ENSG00000255021	none	none	ENSG00000255021.1
ENSG00000255022	none	none	ENSG00000255022.1
ENSG00000255025	none	none	ENSG00000255025.1
ENSG00000255026	none	none	ENSG00000255026.1
ENSG00000255027	none	none	ENSG00000255027.2
ENSG00000255028	none	none	ENSG00000255028.5
ENSG00000255029	none	none	ENSG00000255029.1
ENSG00000255030	OR8B5P	none	ENSG00000255030.1
ENSG00000255031	none	none	ENSG00000255031.5
ENSG00000255032	none	none	ENSG00000255032.1
ENSG00000255033	SERPINA15P	none	ENSG00000255033.1
ENSG00000255035	SDHCP4	none	ENSG00000255035.2
ENSG00000255036	none	KIAA1529|57653	ENSG00000255036.5
ENSG00000255037	none	none	ENSG00000255037.1
ENSG00000255038	none	none	ENSG00000255038.1
ENSG00000255039	none	none	ENSG00000255039.1
ENSG00000255040	none	none	ENSG00000255040.1
ENSG00000255041	none	none	ENSG00000255041.1
ENSG00000255042	none	LOC441601|441601	ENSG00000255042.1
ENSG00000255043	NAV2-AS5	none	ENSG00000255043.1
ENSG00000255045	none	none	ENSG00000255045.1
ENSG00000255046	none	none	ENSG00000255046.1
ENSG00000255047	HNRNPRP2	none	ENSG00000255047.1
ENSG00000255048	OR8X1P	none	ENSG00000255048.1
ENSG00000255049	none	none	ENSG00000254487.2
ENSG00000255050	none	none	ENSG00000255050.1
ENSG00000255051	BCAS2P1	none	ENSG00000255051.1
ENSG00000255052	FAM66D	FAM66D|100132923	ENSG00000255052.4
ENSG00000255053	OR4A44P	none	ENSG00000255053.1
ENSG00000255054	none	SEPN1|57190	ENSG00000255054.3
ENSG00000255055	MTND1P35	none	ENSG00000255055.1
ENSG00000255057	none	none	ENSG00000255057.1
ENSG00000255058	PDCL2P2	none	ENSG00000255058.1
ENSG00000255059	none	none	ENSG00000255059.1
ENSG00000255060	none	none	ENSG00000255060.1
ENSG00000255062	none	none	ENSG00000255062.1
ENSG00000255063	none	none	ENSG00000255063.1
ENSG00000255065	none	none	ENSG00000255065.1
ENSG00000255067	none	none	ENSG00000255067.1
ENSG00000255069	none	none	ENSG00000164741.14
ENSG00000255070	OSBPL9P3	none	ENSG00000255070.1
ENSG00000255071	SAA2-SAA4	SAA4|6291	ENSG00000255071.3
ENSG00000255072	PIGY	PIGY|84992	ENSG00000255072.1
ENSG00000255073	ZFP91-CNTF	ZFP91-CNTF|386607	ENSG00000255073.8
ENSG00000255074	none	none	ENSG00000255074.1
ENSG00000255075	CENPUP1	none	ENSG00000255075.1
ENSG00000255076	none	none	ENSG00000255076.2
ENSG00000255077	OR4X7P	none	ENSG00000255077.1
ENSG00000255078	OR4A6P	none	ENSG00000255078.1
ENSG00000255079	none	none	ENSG00000255079.1
ENSG00000255080	none	none	ENSG00000255080.1
ENSG00000255081	none	none	ENSG00000255081.1
ENSG00000255082	GRM5-AS1	none	ENSG00000255082.1
ENSG00000255083	OR5AK1P	none	ENSG00000255083.1
ENSG00000255084	none	none	ENSG00000255084.1
ENSG00000255085	none	none	ENSG00000255085.8
ENSG00000255086	none	none	ENSG00000255086.1
ENSG00000255087	none	none	ENSG00000255087.2
ENSG00000255088	none	none	ENSG00000255088.1
ENSG00000255089	none	none	ENSG00000255089.1
ENSG00000255090	none	LOC399959|399959	ENSG00000255090.5
ENSG00000255091	none	none	ENSG00000255091.1
ENSG00000255092	none	none	ENSG00000255092.1
ENSG00000255093	none	none	ENSG00000255093.1
ENSG00000255094	none	none	ENSG00000255094.1
ENSG00000255095	OR1D4	none	ENSG00000255095.1
ENSG00000255096	OR5B10P	none	ENSG00000255096.2
ENSG00000255097	none	none	ENSG00000255097.1
ENSG00000255098	none	none	none
ENSG00000255099	none	none	ENSG00000255099.1
ENSG00000255100	none	none	ENSG00000255100.1
ENSG00000255101	none	none	ENSG00000255101.1
ENSG00000255102	none	none	ENSG00000255102.1
ENSG00000255103	KIAA0754	KIAA0754|643314	ENSG00000127603.23
ENSG00000255104	none	ZNF286A|57335	ENSG00000255104.7
ENSG00000255105	none	none	ENSG00000255105.1
ENSG00000255106	none	none	ENSG00000255106.1
ENSG00000255107	none	none	ENSG00000255107.1
ENSG00000255108	none	none	ENSG00000255108.1
ENSG00000255109	none	none	ENSG00000255109.5
ENSG00000255110	none	none	ENSG00000255110.1
ENSG00000255111	none	none	ENSG00000255111.1
ENSG00000255112	CHMP1B	CHMP1B|57132	ENSG00000255112.2
ENSG00000255113	OR4A48P	none	ENSG00000255113.1
ENSG00000255114	none	none	ENSG00000255114.1
ENSG00000255115	none	none	ENSG00000255115.2
ENSG00000255116	SLC5A4P1	none	ENSG00000255116.2
ENSG00000255117	none	none	ENSG00000255117.5
ENSG00000255118	none	none	ENSG00000255118.1
ENSG00000255119	none	none	ENSG00000255119.1
ENSG00000255120	OVOL1-AS1	none	ENSG00000255120.5
ENSG00000255121	none	none	ENSG00000255121.2
ENSG00000255122	none	none	ENSG00000255122.1
ENSG00000255123	MTND5P21	none	ENSG00000255123.1
ENSG00000255124	none	none	ENSG00000255124.1
ENSG00000255125	none	none	ENSG00000255125.1
ENSG00000255126	none	none	ENSG00000255126.1
ENSG00000255127	none	none	ENSG00000255127.1
ENSG00000255128	HSPD1P3	none	ENSG00000255128.1
ENSG00000255129	none	none	ENSG00000255129.5
ENSG00000255130	none	none	ENSG00000255130.1
ENSG00000255131	OR9L1P	none	ENSG00000255131.2
ENSG00000255132	none	none	ENSG00000255132.1
ENSG00000255133	none	none	ENSG00000255133.1
ENSG00000255134	OR8K2P	none	ENSG00000255134.1
ENSG00000255135	none	none	none
ENSG00000255136	none	none	ENSG00000255136.2
ENSG00000255137	none	SNORA31|677814	ENSG00000133112.16
ENSG00000255138	GLTPP1	none	ENSG00000255138.1
ENSG00000255139	none	none	ENSG00000255139.1
ENSG00000255140	OR5BN2P	none	ENSG00000255140.1
ENSG00000255141	HNRNPA1P76	none	ENSG00000255141.1
ENSG00000255142	none	none	ENSG00000255142.1
ENSG00000255143	none	none	ENSG00000255143.1
ENSG00000255144	none	none	ENSG00000255144.1
ENSG00000255145	STX17-AS1	none	ENSG00000255145.2
ENSG00000255146	none	none	ENSG00000255146.1
ENSG00000255147	none	none	ENSG00000255147.1
ENSG00000255148	none	none	ENSG00000255148.2
ENSG00000255149	none	none	ENSG00000255149.1
ENSG00000255150	EID3	EID3|493861	ENSG00000255150.1
ENSG00000255151	GLYATL1P3	none	ENSG00000255151.2
ENSG00000255152	MSH5-SAPCD1	MSH5|4439	ENSG00000255152.8
ENSG00000255153	TOLLIP-AS1	none	ENSG00000255153.1
ENSG00000255154	HTD2	RPP14|11102	ENSG00000163684.11
ENSG00000255155	none	none	ENSG00000255155.1
ENSG00000255156	RNY1P9	none	ENSG00000255156.1
ENSG00000255157	none	none	ENSG00000255157.1
ENSG00000255158	none	none	ENSG00000255158.1
ENSG00000255159	none	none	ENSG00000255159.1
ENSG00000255160	none	none	ENSG00000255160.5
ENSG00000255161	none	none	ENSG00000255161.1
ENSG00000255162	none	none	ENSG00000255162.1
ENSG00000255163	HSPE1P18	none	ENSG00000255163.1
ENSG00000255164	none	none	ENSG00000255164.1
ENSG00000255165	none	none	ENSG00000255165.1
ENSG00000255166	none	none	ENSG00000255166.1
ENSG00000255167	none	none	ENSG00000255167.1
ENSG00000255168	none	NBPF10|100132406	none
ENSG00000255169	none	none	ENSG00000255169.1
ENSG00000255170	none	none	ENSG00000255170.2
ENSG00000255171	LINC01499	none	ENSG00000255171.5
ENSG00000255172	OR5AM1P	none	ENSG00000255172.2
ENSG00000255173	none	none	ENSG00000255173.1
ENSG00000255174	none	none	ENSG00000255174.1
ENSG00000255175	none	none	ENSG00000255175.5
ENSG00000255176	none	none	ENSG00000255176.1
ENSG00000255177	none	none	ENSG00000255177.2
ENSG00000255178	none	none	ENSG00000255178.1
ENSG00000255179	none	none	ENSG00000255179.1
ENSG00000255180	none	none	none
ENSG00000255181	CCDC166	LOC100130274|100130274	ENSG00000255181.3
ENSG00000255182	none	none	ENSG00000255182.2
ENSG00000255183	none	none	ENSG00000255183.1
ENSG00000255184	none	none	ENSG00000255184.1
ENSG00000255185	PDXDC2P	PDXDC2|283970	ENSG00000255185.5
ENSG00000255186	none	none	ENSG00000255186.1
ENSG00000255187	none	none	ENSG00000255187.1
ENSG00000255188	none	none	ENSG00000255188.1
ENSG00000255189	GLYATL1P1	none	ENSG00000255189.1
ENSG00000255190	TRIM51DP	none	ENSG00000255190.2
ENSG00000255191	none	none	ENSG00000255191.1
ENSG00000255192	NANOGP8	none	ENSG00000255192.5
ENSG00000255193	none	none	ENSG00000255193.1
ENSG00000255194	SSU72P2	none	ENSG00000255194.3
ENSG00000255196	OR4A17P	none	ENSG00000255196.1
ENSG00000255197	none	none	ENSG00000255197.5
ENSG00000255198	SNHG9	SNHG9|735301	ENSG00000255198.4
ENSG00000255199	GTF2IP11	none	ENSG00000255199.2
ENSG00000255200	PGAM1P8	none	ENSG00000255200.1
ENSG00000255201	none	none	ENSG00000255201.1
ENSG00000255202	none	none	ENSG00000255202.1
ENSG00000255203	OR7E2P	none	ENSG00000255203.1
ENSG00000255204	none	none	ENSG00000255204.1
ENSG00000255205	MED28P5	none	ENSG00000255205.1
ENSG00000255206	none	none	ENSG00000255206.1
ENSG00000255207	none	none	ENSG00000255207.1
ENSG00000255208	none	none	ENSG00000255208.1
ENSG00000255209	none	none	ENSG00000255209.1
ENSG00000255210	none	none	ENSG00000255210.1
ENSG00000255211	none	none	ENSG00000255211.1
ENSG00000255212	none	CTAGE1|64693	ENSG00000212710.4
ENSG00000255213	NPM1P35	none	ENSG00000255213.1
ENSG00000255214	none	none	ENSG00000255214.1
ENSG00000255215	OR4R1P	none	ENSG00000255215.1
ENSG00000255216	none	none	ENSG00000255216.1
ENSG00000255217	OR5J7P	none	ENSG00000255217.1
ENSG00000255218	OR5BC1P	none	ENSG00000255218.1
ENSG00000255219	none	none	ENSG00000255219.1
ENSG00000255220	DDX18P5	none	ENSG00000255220.1
ENSG00000255221	CARD17	CARD17|440068	ENSG00000255221.2
ENSG00000255222	SETP17	none	ENSG00000255222.1
ENSG00000255223	OR5M11	OR5M11|219487	ENSG00000255223.3
ENSG00000255224	none	none	ENSG00000255224.1
ENSG00000255225	OR8B6P	none	ENSG00000255225.1
ENSG00000255226	none	none	ENSG00000255226.1
ENSG00000255227	none	none	ENSG00000255227.1
ENSG00000255229	none	none	ENSG00000255229.1
ENSG00000255230	none	none	ENSG00000255230.1
ENSG00000255231	MRPS36P4	none	ENSG00000255231.1
ENSG00000255232	none	none	ENSG00000255232.1
ENSG00000255233	none	none	ENSG00000255233.1
ENSG00000255234	none	none	ENSG00000255234.5
ENSG00000255235	none	none	ENSG00000255235.1
ENSG00000255236	none	none	ENSG00000255236.2
ENSG00000255237	none	none	ENSG00000255237.1
ENSG00000255238	RFPL4AP1	none	ENSG00000255238.1
ENSG00000255239	TREHP1	none	ENSG00000255239.1
ENSG00000255240	none	none	ENSG00000255240.5
ENSG00000255241	none	none	ENSG00000255241.1
ENSG00000255242	none	C14orf169|79697	ENSG00000170468.7
ENSG00000255243	none	none	ENSG00000255243.1
ENSG00000255244	none	none	ENSG00000255244.1
ENSG00000255245	FXYD6-FXYD2	FXYD6|53826	ENSG00000255245.3
ENSG00000255246	none	none	ENSG00000255246.1
ENSG00000255247	none	none	ENSG00000255247.1
ENSG00000255248	MIR100HG	LOC399959|399959	ENSG00000255248.6
ENSG00000255250	none	none	ENSG00000255250.1
ENSG00000255251	PRR23D1	none	ENSG00000255251.1
ENSG00000255252	none	none	ENSG00000255252.3
ENSG00000255253	none	none	ENSG00000255253.1
ENSG00000255254	HIGD1AP5	none	ENSG00000255254.1
ENSG00000255255	PPP1R1AP1	none	ENSG00000255255.1
ENSG00000255256	none	none	ENSG00000255256.1
ENSG00000255257	none	none	ENSG00000255257.1
ENSG00000255258	none	none	none
ENSG00000255259	ZNF123P	none	ENSG00000255259.2
ENSG00000255260	none	none	ENSG00000255260.1
ENSG00000255261	OR7E4P	none	ENSG00000255261.1
ENSG00000255262	ELOBP2	none	ENSG00000255262.3
ENSG00000255263	none	none	none
ENSG00000255265	TMA16P1	none	ENSG00000255265.1
ENSG00000255266	none	none	ENSG00000255266.1
ENSG00000255267	none	none	ENSG00000255267.3
ENSG00000255268	none	none	ENSG00000255268.2
ENSG00000255269	none	none	ENSG00000255269.1
ENSG00000255270	NAV2-IT1	none	ENSG00000255270.1
ENSG00000255271	none	none	ENSG00000255271.1
ENSG00000255272	none	none	ENSG00000255272.1
ENSG00000255273	none	none	ENSG00000255273.1
ENSG00000255274	TMPRSS4-AS1	none	ENSG00000255274.8
ENSG00000255275	none	ALDH4A1|8659	ENSG00000255275.3
ENSG00000255276	RRM1-AS1	none	ENSG00000255276.1
ENSG00000255277	ABCC6P2	ABCC6P2|730013	ENSG00000255277.3
ENSG00000255279	none	none	ENSG00000255279.1
ENSG00000255280	none	none	ENSG00000255280.1
ENSG00000255281	none	none	ENSG00000255281.1
ENSG00000255282	WTAPP1	none	ENSG00000255282.6
ENSG00000255283	none	none	ENSG00000255283.3
ENSG00000255284	none	none	ENSG00000255284.1
ENSG00000255285	none	none	ENSG00000255285.1
ENSG00000255286	none	none	ENSG00000255286.2
ENSG00000255287	SNRPGP16	none	ENSG00000255287.1
ENSG00000255288	none	none	ENSG00000255288.1
ENSG00000255289	none	none	ENSG00000255289.1
ENSG00000255291	HMGB1P40	none	ENSG00000255291.1
ENSG00000255292	none	BCO2|83875	ENSG00000255292.6
ENSG00000255293	WIZP1	none	ENSG00000255293.1
ENSG00000255294	OR4A50P	none	ENSG00000255294.1
ENSG00000255295	none	none	ENSG00000255295.1
ENSG00000255296	none	none	ENSG00000255296.1
ENSG00000255297	OR4A41P	none	ENSG00000255297.1
ENSG00000255298	OR8G5	none	ENSG00000255298.2
ENSG00000255299	none	none	ENSG00000255299.5
ENSG00000255300	none	none	ENSG00000255300.5
ENSG00000255301	none	none	ENSG00000255301.1
ENSG00000255302	EID1	EID1|23741	ENSG00000255302.3
ENSG00000255303	OR5BA1P	none	ENSG00000255303.1
ENSG00000255304	OR4A46P	none	ENSG00000255304.1
ENSG00000255305	none	none	ENSG00000255305.1
ENSG00000255306	none	none	ENSG00000255306.1
ENSG00000255307	OR52B2	OR52B2|255725	ENSG00000255307.1
ENSG00000255308	none	none	ENSG00000255308.1
ENSG00000255309	none	none	ENSG00000255309.1
ENSG00000255310	none	none	ENSG00000255310.2
ENSG00000255311	none	none	ENSG00000255311.5
ENSG00000255312	OR4C7P	none	ENSG00000255312.1
ENSG00000255313	none	none	ENSG00000255313.1
ENSG00000255314	none	none	ENSG00000255314.1
ENSG00000255315	OR8A3P	none	ENSG00000255315.1
ENSG00000255316	MTND6P25	none	ENSG00000255316.1
ENSG00000255317	none	none	ENSG00000255317.1
ENSG00000255318	none	none	ENSG00000255318.1
ENSG00000255319	ENPP7P8	none	ENSG00000255319.5
ENSG00000255320	none	none	ENSG00000255320.1
ENSG00000255321	none	none	ENSG00000255321.1
ENSG00000255322	none	none	ENSG00000255322.1
ENSG00000255323	LINC01495	none	ENSG00000255323.5
ENSG00000255325	none	none	ENSG00000255325.2
ENSG00000255326	none	none	ENSG00000255326.1
ENSG00000255327	none	none	ENSG00000255327.1
ENSG00000255328	none	none	ENSG00000255328.1
ENSG00000255329	H2AFZP4	none	ENSG00000255329.1
ENSG00000255330	none	C6orf174|387104	ENSG00000255330.8
ENSG00000255331	none	none	ENSG00000255331.1
ENSG00000255332	none	none	ENSG00000255332.7
ENSG00000255333	none	none	ENSG00000255333.1
ENSG00000255334	none	none	ENSG00000255334.1
ENSG00000255335	none	none	ENSG00000255335.1
ENSG00000255336	none	none	ENSG00000255336.1
ENSG00000255337	none	none	ENSG00000255337.1
ENSG00000255338	none	none	ENSG00000255338.1
ENSG00000255339	none	SEC31B|25956	ENSG00000255339.6
ENSG00000255340	none	none	ENSG00000255340.1
ENSG00000255341	OR8Q1P	none	ENSG00000255341.1
ENSG00000255342	none	none	ENSG00000255342.1
ENSG00000255343	none	NRBP2|340371	ENSG00000255343.1
ENSG00000255344	none	none	ENSG00000255344.1
ENSG00000255345	none	none	ENSG00000255345.1
ENSG00000255346	NOX5	NOX5|79400	ENSG00000255346.9
ENSG00000255347	none	none	ENSG00000255347.1
ENSG00000255348	none	none	ENSG00000255348.1
ENSG00000255349	OR4A7P	none	ENSG00000255349.1
ENSG00000255350	MTCO1P15	none	ENSG00000255350.1
ENSG00000255351	none	none	ENSG00000255351.1
ENSG00000255352	PPP1R10P1	none	ENSG00000255352.1
ENSG00000255353	none	none	ENSG00000255353.1
ENSG00000255354	none	none	ENSG00000255354.1
ENSG00000255355	none	none	ENSG00000255355.1
ENSG00000255356	none	none	ENSG00000255356.2
ENSG00000255357	none	none	ENSG00000255357.1
ENSG00000255358	none	none	ENSG00000255358.1
ENSG00000255359	CCDC179	none	ENSG00000255359.2
ENSG00000255360	none	none	ENSG00000255360.1
ENSG00000255361	none	none	ENSG00000255361.1
ENSG00000255362	none	none	ENSG00000255362.1
ENSG00000255363	none	none	ENSG00000255363.1
ENSG00000255364	SMILR	none	ENSG00000255364.1
ENSG00000255365	none	none	ENSG00000255365.1
ENSG00000255366	none	none	ENSG00000255366.1
ENSG00000255367	none	none	ENSG00000255367.1
ENSG00000255368	none	none	ENSG00000255368.1
ENSG00000255369	none	none	ENSG00000255369.1
ENSG00000255370	CYCSP25	none	ENSG00000255370.1
ENSG00000255371	OPCML-IT2	none	ENSG00000255371.1
ENSG00000255372	none	none	ENSG00000255372.1
ENSG00000255373	none	none	ENSG00000275038.1
ENSG00000255374	TAS2R43	TAS2R43|259289	ENSG00000255374.2
ENSG00000255375	none	none	ENSG00000255375.1
ENSG00000255376	none	none	ENSG00000255376.1
ENSG00000255377	DUXAP5	none	ENSG00000255377.1
ENSG00000255378	PRR23D2	none	ENSG00000255378.1
ENSG00000255379	CYCSP29	none	ENSG00000255379.1
ENSG00000255380	none	none	ENSG00000255380.1
ENSG00000255381	none	none	ENSG00000255381.1
ENSG00000255382	none	none	ENSG00000255382.1
ENSG00000255384	none	none	ENSG00000255384.1
ENSG00000255385	UBTFL10	none	ENSG00000255385.1
ENSG00000255386	OR5BR1P	none	ENSG00000255386.1
ENSG00000255387	none	none	ENSG00000255387.1
ENSG00000255388	none	none	ENSG00000255388.5
ENSG00000255389	none	none	ENSG00000255389.1
ENSG00000255390	none	none	ENSG00000255390.1
ENSG00000255391	none	none	ENSG00000255391.1
ENSG00000255393	none	none	ENSG00000255393.1
ENSG00000255394	C8orf49	none	ENSG00000255394.4
ENSG00000255395	none	none	ENSG00000255395.1
ENSG00000255396	none	none	ENSG00000255396.2
ENSG00000255397	none	none	ENSG00000255397.1
ENSG00000255398	HCAR3	GPR109B|8843	ENSG00000255398.2
ENSG00000255399	TBX5-AS1	none	ENSG00000255399.3
ENSG00000255400	none	none	ENSG00000255400.1
ENSG00000255401	none	none	ENSG00000255401.1
ENSG00000255402	none	none	ENSG00000255402.1
ENSG00000255403	none	none	ENSG00000255403.1
ENSG00000255404	none	none	ENSG00000255404.1
ENSG00000255406	none	none	ENSG00000255406.1
ENSG00000255408	PCDHA3	PCDHA3|56145	ENSG00000255408.3
ENSG00000255409	RSF1-IT1	none	ENSG00000255409.1
ENSG00000255410	none	none	ENSG00000255410.1
ENSG00000255411	none	none	ENSG00000255411.1
ENSG00000255412	none	none	ENSG00000182366.9
ENSG00000255413	none	none	ENSG00000255413.1
ENSG00000255414	LINC01059	none	ENSG00000023171.14
ENSG00000255415	none	none	ENSG00000255415.1
ENSG00000255416	OR10AF1P	none	ENSG00000255416.1
ENSG00000255417	MTCO2P15	none	ENSG00000255417.1
ENSG00000255418	none	none	ENSG00000255418.5
ENSG00000255420	CASC23	none	ENSG00000255420.1
ENSG00000255421	none	none	ENSG00000255421.1
ENSG00000255422	none	none	ENSG00000255422.1
ENSG00000255423	EBLN2	FLJ10213|55096	ENSG00000255423.1
ENSG00000255424	none	none	ENSG00000255424.1
ENSG00000255425	OR8G3P	none	ENSG00000255425.4
ENSG00000255426	none	none	ENSG00000255426.1
ENSG00000255427	none	none	ENSG00000255427.1
ENSG00000255428	none	none	ENSG00000255428.1
ENSG00000255429	none	NOX4|50507	ENSG00000255429.1
